,average_monthly_reads,Time Complexity Class,Time Complexity Bin,reads_bin
467,634.2886597938144,5.5,5,2
468,554.2886597938144,5.376,5,2
469,0.0,4.33,4,0
470,41709.948453608245,7.0,7,4
471,6937.633802816901,7.0,7,3
472,2231.9896907216494,3.0,3,3
473,5122.742268041237,3.0,3,3
474,17.5,2.0,2,1
475,0.0,2.0,2,0
476,2472.907216494845,4.0,4,3
477,0.0,4.375,4,0
478,0.0,3.0,3,0
479,0.0,2.501,2,0
480,0.0,4.25,4,0
481,0.0,2.5,2,0
482,0.0,4.0,4,0
483,0.0,4.0,4,0
484,0.0,2.51,2,0
485,1938.1443298969075,2.635,2,3
486,0.0,4.011,4,0
487,950.2886597938144,2.5,2,2
488,0.0,2.635,2,0
489,28246.77319587629,4.5,4,4
490,0.0,8.0,8,0
491,8665.453608247422,3.0,3,3
492,8665.453608247422,3.0,3,3
493,257.87628865979383,4.0,4,2
494,13282.494845360823,5.0,5,4
495,13282.494845360823,3.0,3,4
496,19067.9587628866,3.0,3,4
497,13282.494845360823,3.0,3,4
498,2525.40206185567,8.0,8,3
499,9184.030927835052,7.0,7,3
500,1330.5773195876288,5.01,5,3
501,2061.680412371134,5.0,5,3
502,9184.030927835052,5.0,5,3
503,750.6082474226804,8.0,8,2
504,261.9484536082474,8.0,8,2
505,261.9484536082474,8.0,8,2
506,0.0,3.0,3,0
507,220.75257731958763,2.51,2,2
508,1478.9690721649486,3.0,3,3
509,24.690721649484537,3.0,3,1
510,4544.546391752578,3.0,3,3
511,160.01724137931035,4.0,4,2
512,28545.628865979383,4.0,4,4
513,0.0,5.0,5,0
514,0.0,6.0,6,0
515,2221.257731958763,8.0,8,3
516,0.0,5.0,5,0
517,333.27659574468083,3.0,3,2
518,0.0,3.0,3,0
519,292.69072164948454,8.0,8,2
520,248.15463917525773,8.0,8,2
521,10420.721649484536,7.0,7,4
522,1234.5773195876288,7.0,7,3
523,2304.5257731958764,6.01,6,3
524,554.2886597938144,6.0,6,2
525,13766.896907216496,7.0,7,4
526,13766.896907216496,5.0,5,4
527,0.0,5.03,5,0
528,0.0,5.0,5,0
529,7888.927835051546,4.0,4,3
530,46755.886597938144,4.0,4,4
531,213.1958762886598,4.0,4,2
532,512.1443298969073,4.0,4,2
533,46755.886597938144,4.0,4,4
534,0.0,4.0,4,0
535,0.0,4.0,4,0
536,0.0,4.01,4,0
537,0.0,4.00585,4,0
538,0.0,4.001,4,0
539,3289.8762886597938,3.0,3,3
540,308.6701030927835,3.0,3,2
541,15774.40206185567,3.0,3,4
542,2081.494845360825,3.0,3,3
543,3289.8762886597938,3.0,3,3
544,431.0412371134021,5.0,5,2
545,2393.298969072165,5.0,5,3
546,800.6185567010309,5.0,5,2
547,825.3917525773196,5.0,5,2
548,1245.7835051546392,3.0,3,3
549,992.020618556701,3.0,3,2
550,374.7835051546392,3.0,3,2
551,0.0,3.0,3,0
552,4672.082474226804,3.0,3,3
553,3342.3298969072166,3.0,3,3
554,1752.0824742268042,3.0,3,3
555,16840.18556701031,2.51,2,4
556,868.8247422680413,3.0,3,2
557,80.73195876288659,3.0,3,1
558,4672.082474226804,2.5,2,3
559,15622.061855670105,3.0,3,4
560,2220.072164948453,3.0,3,3
561,52115.38144329897,3.0,3,5
562,1860.7525773195875,3.0,3,3
563,8579.432989690722,3.0,3,3
564,465.25773195876286,3.0,3,2
565,1443.2577319587629,3.0,3,3
566,232.2680412371134,8.0,8,2
567,103.14432989690722,8.0,8,2
568,652.5876288659794,8.0,8,2
569,19184.103092783505,6.0,6,4
570,10390.061855670105,6.0,6,4
571,19184.103092783505,6.0,6,4
572,19184.103092783505,5.01,5,4
573,19184.103092783505,7.0,7,4
574,19184.103092783505,6.0,6,4
575,0.0,3.0,3,0
576,836.360824742268,3.0,3,2
577,5904.4639175257735,3.0,3,3
578,5904.4639175257735,3.0,3,3
579,5904.4639175257735,3.0,3,3
580,0.0,3.0,3,0
581,1122.2577319587629,3.0,3,3
582,168.9278350515464,5.0,5,2
583,0.0,5.0,5,0
584,2994.59793814433,3.0,3,3
585,0.0,5.0,5,0
586,0.0,6.0,6,0
587,0.0,6.0,6,0
588,2468.639175257732,4.0,4,3
589,579.7628865979382,4.0,4,2
590,1188.618556701031,4.0,4,3
591,0.0,3.0,3,0
592,4754.412371134021,3.0,3,3
593,30544.77319587629,3.0,3,4
594,30544.77319587629,3.0,3,4
595,0.0,2.0,2,0
596,22507.60824742268,5.0,5,4
597,5623.628865979382,5.0,5,3
598,22507.60824742268,2.0,2,4
599,3009.19587628866,4.0,4,3
600,3009.19587628866,5.0,5,3
601,3009.19587628866,8.0,8,3
602,0.0,3.0,3,0
603,0.0,3.0,3,0
604,634.2886597938144,3.0,3,2
605,3888.6907216494847,3.0,3,3
606,3888.6907216494847,3.0,3,3
607,3888.6907216494847,3.0,3,3
608,3888.6907216494847,3.0,3,3
609,0.0,8.0,8,0
610,0.0,5.0,5,0
611,0.0,7.0,7,0
612,0.0,5.0,5,0
613,770.4065934065934,7.0,7,2
614,0.0,5.0,5,0
615,0.0,7.0,7,0
616,0.0,5.0,5,0
617,0.0,7.0,7,0
618,1403.0618556701031,8.0,8,3
619,1403.0618556701031,8.0,8,3
620,1403.0618556701031,8.0,8,3
621,0.0,8.0,8,0
622,1403.0618556701031,8.0,8,3
623,56.21649484536083,6.0,6,1
624,0.0,8.0,8,0
625,0.0,6.0,6,0
626,0.0,5.3728596,5,0
627,2032.0515463917525,8.0,8,3
628,2296.6494845360826,6.0,6,3
629,18190.56701030928,8.0,8,4
630,47464.0206185567,8.0,8,4
631,0.0,8.0,8,0
632,0.0,7.0,7,0
633,0.0,7.01,7,0
634,0.0,6.01,6,0
635,0.0,5.02,5,0
636,0.0,6.0,6,0
637,0.0,6.0,6,0
638,0.0,5.01,5,0
639,0.0,5.01,5,0
640,0.0,5.01,5,0
641,0.0,5.01,5,0
642,0.0,5.01,5,0
643,0.0,8.0,8,0
644,0.0,7.0,7,0
645,0.0,7.0,7,0
646,0.0,7.0,7,0
647,0.0,6.02,6,0
648,0.0,7.0,7,0
649,0.0,7.0,7,0
650,0.0,6.01,6,0
651,0.0,6.01,6,0
652,0.0,6.01,6,0
653,0.0,6.01,6,0
654,0.0,6.01,6,0
655,0.0,7.0,7,0
656,15172.701030927836,5.0,5,4
657,0.0,4.0,4,0
658,1188.618556701031,4.0,4,3
659,0.0,4.0,4,0
660,0.0,4.0,4,0
661,0.0,5.0,5,0
662,0.0,4.0,4,0
663,15172.701030927836,4.0,4,4
664,0.0,4.0,4,0
665,0.0,3.0,3,0
666,15172.701030927836,3.99,3,4
667,0.0,5.0,5,0
668,0.0,4.0,4,0
669,0.0,3.0,3,0
670,3044.340206185567,5.0,5,3
671,11461.01030927835,8.0,8,4
672,0.0,8.0,8,0
673,0.0,8.0,8,0
674,0.0,8.0,8,0
675,0.0,6.0,6,0
676,0.0,8.0,8,0
677,0.0,8.0,8,0
678,0.0,8.0,8,0
679,0.0,8.0,8,0
680,0.0,8.0,8,0
681,0.0,8.0,8,0
682,0.0,8.0,8,0
683,0.0,8.0,8,0
684,0.0,8.0,8,0
685,0.0,8.0,8,0
686,0.0,3.0,3,0
687,0.0,4.0,4,0
688,2080.4123711340208,4.0,4,3
689,651.8041237113403,4.0,4,2
690,0.0,4.0,4,0
691,2080.4123711340208,4.0,4,3
692,0.0,8.0,8,0
693,0.0,8.0,8,0
694,514.5051546391752,8.0,8,2
695,0.0,8.0,8,0
696,8103.144329896907,8.0,8,3
697,0.0,8.0,8,0
698,0.0,8.0,8,0
699,942.4536082474228,8.0,8,2
700,0.0,8.0,8,0
701,0.0,8.0,8,0
702,3869.752577319588,6.0,6,3
703,0.0,5.3728596,5,0
704,1763.5257731958764,6.0,6,3
705,1052.4536082474226,6.0,6,3
706,9207.0,5.0,5,3
707,0.0,5.0,5,0
708,0.0,5.0,5,0
709,0.0,5.0,5,0
710,0.0,5.03,5,0
711,16640.0,5.0,5,4
712,0.0,5.0,5,0
713,0.0,5.0,5,0
714,0.0,8.0,8,0
715,0.0,8.0,8,0
716,0.0,8.0,8,0
717,0.0,8.0,8,0
718,0.0,8.0,8,0
719,0.0,3.0,3,0
720,0.0,3.0,3,0
721,0.0,8.0,8,0
722,612.2989690721649,6.01,6,2
723,3073.8041237113403,6.0,6,3
724,521.8453608247422,6.0,6,2
725,1361.1958762886595,6.0,6,3
726,355.0309278350516,6.01,6,2
727,1361.1958762886595,5.0,5,3
728,1324.0309278350514,5.0,5,3
729,3003.6082474226805,5.0,5,3
730,1399.7835051546392,5.0,5,3
731,0.0,5.0,5,0
732,0.0,5.0,5,0
733,0.0,6.0,6,0
734,0.0,5.0,5,0
735,0.0,6.0,6,0
736,0.0,5.0,5,0
737,0.0,2.5,2,0
738,5857.360824742268,7.0,7,3
739,0.0,5.0,5,0
740,6595.412371134021,3.0,3,3
741,0.0,3.0,3,0
742,6595.412371134021,3.0,3,3
743,0.0,5.0,5,0
744,0.0,2.03,2,0
745,0.0,2.01,2,0
746,6595.412371134021,2.0,2,3
747,0.0,2.0,2,0
748,6595.412371134021,3.0,3,3
749,2777.979381443299,6.5,6,3
750,0.0,6.5,6,0
751,0.0,5.01,5,0
752,0.0,6.5,6,0
753,0.0,5.5,5,0
754,0.0,5.01,5,0
755,0.0,5.5,5,0
756,0.0,5.5,5,0
757,0.0,6.0,6,0
758,0.0,5.0,5,0
759,7184.938144329897,3.0,3,3
760,7184.938144329897,3.0,3,3
761,7184.938144329897,3.0,3,3
762,0.0,5.0,5,0
763,263.1752577319588,3.0,3,2
764,3338.742268041237,8.0,8,3
765,0.0,8.0,8,0
766,0.0,8.0,8,0
767,3338.742268041237,8.0,8,3
768,3338.742268041237,7.5,7,3
769,3338.742268041237,5.0,5,3
770,0.0,7.0,7,0
771,3338.742268041237,8.0,8,3
772,51.49484536082474,3.0,3,1
773,69.90721649484536,3.0,3,1
774,58.7319587628866,8.0,8,1
775,0.0,4.0,4,0
776,0.0,4.0,4,0
777,0.0,4.0,4,0
778,0.0,5.0,5,0
779,0.0,5.0,5,0
780,0.0,4.0,4,0
781,0.0,6.0,6,0
782,0.0,6.0,6,0
783,0.0,7.0,7,0
784,0.0,7.0,7,0
785,0.0,7.0,7,0
786,0.0,7.0,7,0
787,0.0,7.0,7,0
788,0.0,5.0,5,0
789,0.0,5.0,5,0
790,32.26086956521739,5.0,5,1
791,0.0,5.0,5,0
792,0.0,4.02,4,0
793,0.0,5.0,5,0
794,0.0,4.015,4,0
795,0.0,5.0,5,0
796,0.0,5.0,5,0
797,0.0,5.0,5,0
798,0.0,5.0,5,0
799,0.0,3.0,3,0
800,0.0,5.0,5,0
801,0.0,5.0,5,0
802,0.0,4.0,4,0
803,0.0,5.0,5,0
804,0.0,5.0,5,0
805,0.0,3.99,3,0
806,0.0,4.01,4,0
807,0.0,4.01,4,0
808,19184.103092783505,6.0,6,4
809,19184.103092783505,5.03,5,4
810,0.0,6.0,6,0
811,19184.103092783505,6.0,6,4
812,19184.103092783505,6.0,6,4
813,0.0,6.0,6,0
814,19184.103092783505,5.02,5,4
815,19184.103092783505,5.02,5,4
816,8122.463917525773,4.5,4,3
817,15039.814432989691,3.0,3,4
818,20990.48453608248,3.0,3,4
819,54360.9587628866,6.0,6,5
820,8201.525773195875,6.0,6,3
821,0.0,6.0,6,0
822,0.0,6.0,6,0
823,1267.6701030927834,6.0,6,3
824,0.0,6.0,6,0
825,8537.278350515464,5.02,5,3
826,1267.6701030927834,5.46,5,3
827,65893.26804123711,5.0,5,5
828,8201.525773195875,5.0,5,3
829,0.0,8.0,8,0
830,0.0,6.0,6,0
831,0.0,6.0,6,0
832,38723.13402061856,5.0,5,4
833,6902.350515463918,6.01,6,3
834,6902.350515463918,8.0,8,3
835,6902.350515463918,8.0,8,3
836,6902.350515463918,6.03,6,3
837,6902.350515463918,5.01,5,3
838,6902.350515463918,5.0,5,3
839,0.0,8.0,8,0
840,0.0,3.0,3,0
841,0.0,3.0,3,0
842,86.84536082474227,3.0,3,1
843,86.84536082474227,2.83,2,1
844,5773.092783505154,5.0,5,3
845,86.84536082474227,4.225,4,1
846,0.0,2.75,2,0
847,0.0,3.0,3,0
848,0.0,5.0,5,0
849,0.0,6.0,6,0
850,43668.49484536082,6.0,6,4
851,2577.2061855670104,5.0,5,3
852,2577.2061855670104,7.0,7,3
853,133.2164948453608,7.0,7,2
854,0.0,6.01,6,0
855,0.0,6.0,6,0
856,188.28865979381445,6.0,6,2
857,623.3711340206186,6.0,6,2
858,43668.49484536082,6.0,6,4
859,0.0,6.0,6,0
860,0.0,6.0,6,0
861,187.95876288659792,3.0,3,2
862,7079.381443298969,3.0,3,3
863,225.22680412371133,3.0,3,2
864,0.0,8.0,8,0
865,10166.701030927836,8.0,8,4
866,7036.5360824742265,3.0,3,3
867,0.0,3.0,3,0
868,0.0,4.0,4,0
869,0.0,3.0,3,0
870,1053.701030927835,3.0,3,3
871,0.0,3.0,3,0
872,1053.701030927835,3.0,3,3
873,0.0,3.0,3,0
874,0.0,3.0,3,0
875,4673.061855670103,3.0,3,3
876,0.0,3.0,3,0
877,0.0,8.0,8,0
878,2607.443298969072,8.0,8,3
879,12000.721649484536,3.0,3,4
880,21829.9793814433,6.0,6,4
881,2607.443298969072,5.0,5,3
882,1250.40206185567,6.01,6,3
883,2607.443298969072,6.0,6,3
884,71.84536082474227,5.01,5,1
885,593.2886597938144,5.52,5,2
886,593.2886597938144,5.011,5,2
887,488.4845360824742,6.0,6,2
888,3465.0,7.0,7,3
889,488.4845360824742,6.0,6,2
890,488.4845360824742,6.0,6,2
891,0.0,6.0,6,0
892,0.0,5.0,5,0
893,0.0,7.0,7,0
894,0.0,6.0,6,0
895,0.0,5.0,5,0
896,0.0,5.0,5,0
897,0.0,5.0,5,0
898,1787.721649484536,8.0,8,3
899,1787.721649484536,8.0,8,3
900,469.50515463917526,8.0,8,2
901,728.5567010309278,8.0,8,2
902,809.3917525773196,8.0,8,2
903,1265.721649484536,8.0,8,3
904,3129.8453608247423,8.0,8,3
905,691.1134020618557,8.0,8,2
906,22579.78350515464,4.0,4,4
907,24400.80412371134,4.0,4,4
908,3426.0515463917527,4.0,4,3
909,6797.164948453608,4.0,4,3
910,28876.886597938144,4.0,4,4
911,3426.0515463917527,2.0,2,3
912,24400.80412371134,2.0,2,4
913,3426.0515463917527,2.0,2,3
914,24400.80412371134,2.0,2,4
915,3426.0515463917527,2.0,2,3
916,24400.80412371134,2.0,2,4
917,1244.4845360824745,5.3728596,5,3
918,1244.4845360824745,5.807,5,3
919,0.0,5.8,5,0
920,0.0,5.78,5,0
921,0.0,5.52,5,0
922,0.0,5.518,5,0
923,1244.4845360824745,5.495,5,3
924,0.0,5.48,5,0
925,0.0,5.372,5,0
926,0.0,5.373,5,0
927,0.0,5.371,5,0
928,0.0,6.0,6,0
929,0.0,8.0,8,0
930,0.0,8.0,8,0
931,0.0,8.0,8,0
932,0.0,8.0,8,0
933,0.0,8.0,8,0
934,18075.082474226805,8.0,8,4
935,0.0,8.0,8,0
936,0.0,8.0,8,0
937,0.0,8.0,8,0
938,0.0,8.0,8,0
939,30621.20618556701,8.0,8,4
940,30621.20618556701,8.0,8,4
941,30621.20618556701,8.0,8,4
942,30621.20618556701,8.0,8,4
943,0.0,3.0,3,0
944,5736.061855670103,3.0,3,3
945,0.0,8.0,8,0
946,44837.32989690721,3.0,3,4
947,39877.79381443299,3.0,3,4
948,2179.474226804124,3.0,3,3
949,2.061855670103093,3.0,3,1
950,1498.6907216494844,3.0,3,3
951,47545.65979381443,3.0,3,4
952,16181.443298969072,3.0,3,4
953,3932.577319587629,3.0,3,3
954,413.8865979381444,5.0,5,2
955,4187.958762886598,6.0,6,3
956,15622.061855670105,3.0,3,4
957,2220.072164948453,3.0,3,3
958,8579.432989690722,3.0,3,3
959,52115.38144329897,3.0,3,5
960,10258.061855670105,3.0,3,4
961,2991.9896907216494,3.0,3,3
962,2064.546391752577,3.0,3,3
963,10258.061855670105,3.0,3,4
964,10870.443298969072,3.0,3,4
965,28246.77319587629,8.0,8,4
966,0.0,5.0,5,0
967,0.0,5.0,5,0
968,1938.5979381443296,5.0,5,3
969,29435.77319587629,5.0,5,4
970,531.4742268041238,5.0,5,2
971,2202.4123711340208,5.0,5,3
972,2202.4123711340208,4.011,4,3
973,0.0,8.0,8,0
974,0.0,6.0,6,0
975,0.0,5.0,5,0
976,0.0,4.0,4,0
977,16944.546391752578,4.0,4,4
978,580.1237113402062,3.0,3,2
979,2065.360824742268,3.0,3,3
980,7522.546391752578,3.0,3,3
981,17911.9793814433,3.0,3,4
982,990.319587628866,3.0,3,2
983,267.2022471910112,3.0,3,2
984,6123.79381443299,5.0,5,3
985,10101.577319587628,5.0,5,4
986,10101.577319587628,3.0,3,4
987,7522.546391752578,3.0,3,3
988,0.0,3.0,3,0
989,10101.577319587628,3.0,3,4
990,10101.577319587628,3.0,3,4
991,10101.577319587628,3.0,3,4
992,10101.577319587628,3.0,3,4
993,10101.577319587628,3.0,3,4
994,10101.577319587628,3.0,3,4
995,1404.0721649484535,3.0,3,3
